"","projects_uID","name_agency","project_title","donors","project_status","ongoing_ability","new_project_funding","funding_amount","pillars","projects_activities","other_activities","implimenting_partner","regions","districts"
"52","ID-61","ChildFund International","COVID-19 Activities only","Sponsors from multiple countries, NA","ongoing_project","yes",NA,680000,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure support_community_engagement_meetings, e_meetings, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, Logistics, Human resource",NA,"Acholi Child and Family Programme (ACFP) Masindi Child Development Federation (MACDEF) Lango Child and Community Development Federation (LACCODEF) Community Efforts for Child Empowerment (CECE) Kampala Area Federation of Communities (KAFOC) Jinja Area Communities Federation (JIACOFE) Partners for Children Worldwide (PfCW) Mbale Area Federation of Communities (MAFOC) Busia Area Communities Federation (BUACOFE","acholi bukedi bunyoro busoga elgon kampala lango northbuganda southbuganda teso, acholi bukedi bunyoro busoga elgon kampala lango northbuganda southbuganda teso, acholi bukedi bunyoro busoga elgon lango northbuganda southbuganda teso","kitgum gulu agago, busia budaka butaleja kibuku, masindi kiryandongo, kamuli jinja mayuge, sironko mbale bulambuli, kampala, kole dokolo kwania, kyankwanzi, wakiso, kaberamaido soroti serere amuria katakwi kapelebyong, kitgum gulu agago"
"53","ID-62","Baylor College of Medicine Children's Foundation-Uganda (Baylor-Uganda)","Continuity of essential services—HIV, TB, ANC and MCH amidst COVID-19 ; Infection Prevention and Control (IPC); Case management in context of COVID-19; Communication and Risk communication amidst COVID_19 environment","PEPFAR through Centre for Disease Control and Prevention (CDC), NA","ongoing_project","yes",NA,4e+05,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure, implement_elmis emergency_hotline other, other, cash supplies, Logistics, Human resource",NA,"","toro","kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda"
"54","ID-63","United Nations Population Fund (UNFPA)","EU Spot light , GBV/SRH integrated programme","eu, NA","ongoing_project","yes",NA,1e+05,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, telecoms_call_center e_meetings implement_elmis emergency_hotline telemedicine_approach strengthen_district_data telemedicine_orientation, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, Logistics, Human resource","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","acholi kampala karamoja toro westnile","kitgum, kampala, amudat, kyegegwa kasese, arua madiokollo"
"55","ID-64","United Nations Population Fund (UNFPA)","Reducing high fertility rates and Improving Sexual reproductive health outcomes in Uganda (DFID/RISE)RISE)","uk, NA","ongoing_project","yes",NA,346685,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, telecoms_call_center e_meetings telemedicine_protocals implement_elmis emergency_hotline strengthen_district_data telemedicine_orientation, none, cash supplies, Logistics, Human resource","Support the provision of transport to health workers  and clients (pregnant women ) to provide services and access services  respectively  and inter-facility safe ambulance referrals with toll-free numbers that will be made known to health workers in the catchment areas.Use of safe boda to distribute SRHR/FPcommodites and supplies , use of big data for persceptive analysis of SRHR and GBV current situations in collaboration with other UN agencies , implementaiion of the Getin and Safepal apps","MOH, MOES,  NPA, UBOS ,  RAHU, MOH, MOES,  NPA, UBOS ,  RAHU, MOH, MOES,  NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU","acholi ankole bunyoro karamoja kigezi westnile","lamwo, isingiro, kikuube kiryandongo hoima, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, kanungu, yumbe adjumani arua koboko moyo madiokollo obongi"
"56","ID-65","United Nations Population Fund (UNFPA)","Enhance women’s and young people’s access and utilization of quality SRHR and GBV services(WAY Programme)","denmark, NA","new_project",NA,"no",625000,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, telemedicine_protocals implement_elmis strengthen_district_data, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, Logistics, Human resource",NA,"MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX","acholi westnile","lamwo amuru kitgum agago, yumbe adjumani arua moyo madiokollo obongi"
"57","ID-66","United Nations Population Fund (UNFPA)","SIDA Joint SRH/GBV programme","sweden, NA","ongoing_project","yes",NA,60000,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, e_meetings telemedicine_protocals strengthen_district_data, mhpss_services_supervisor_monitor mhpss_support_materials, supplies, Logistics, Human resource",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","acholi bunyoro kampala karamoja teso westnile","gulu pader, kiryandongo, kampala, moroto kaabong nakapiripirit kotido napak abim nabilatuk karenga, kaberamaido amuria, yumbe"
"58","ID-67","United Nations Population Fund (UNFPA)","Advancing Sexual Reproductive Health and Rights in West Nile and Acholi Sub Regions in Uganda","netherlands, NA","ongoing_project","yes",NA,166000,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, telecoms_call_center e_meetings implement_elmis strengthen_district_data, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, Logistics, Human resource","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,","acholi westnile","lamwo amuru agago, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"59","ID-68","United Nations Population Fund (UNFPA)","Strengthening Capacity to Deliver and Integrated Package of Rights in Karamoja and Northern Uganda","Government of Austria, NA","ongoing_project","yes",NA,108655,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash personnel, Logistics, Human resource","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","acholi karamoja lango","omoro, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, otuke"
"60","ID-69","United Nations Population Fund (UNFPA)","UNFPA Global Supplies Programme","unfpa, NA","ongoing_project","yes",NA,30000,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, implement_elmis, none,  Logistics, Human resource",NA,"MOH, DLGs,  JMS, NMS, MSU, MSH, UFPC, MOH, DLGs,  JMS, NMS, MSU, MSH, UFPC","westnile","maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"61","ID-70","United Nations Population Fund (UNFPA)","Maternal Health Thematic programme","unfpa, NA","ongoing_project","yes",NA,20000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"MOH, DLGs, UNMC, RRHs , Terrewode","westnile","maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"62","ID-71","United Nations Population Fund (UNFPA)","Together for SRH integrated SERVICES, Regional programme","unfpa, NA","ongoing_project","yes",NA,30000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"MOH, DLGs,  AIC, MOH, DLGs,  AIC","acholi","lamwo omoro agago"
"63","ID-72","United Nations Population Fund (UNFPA)","KARUNA  HIV/SRH programme","ireland, NA","ongoing_project","yes",NA,93000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"MOH, DLGs,  AIC","karamoja","moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga"
"64","ID-73","United Nations Population Fund (UNFPA)","Ending child marriage programme","KOICA, NA","ongoing_project","yes",NA,69000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","westnile","maracha pakwach zombo adjumani nebbi moyo"
"65","ID-74","United Nations Population Fund (UNFPA)","Joint UN Emergency Appeal","eu, NA","new_project",NA,"no",3500000,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, telecoms_call_center e_meetings implement_elmis strengthen_district_data, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies personnel, Logistics, Human resource",NA,"MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,","kampala","kampala"
"66","ID-75","United Nations Population Fund (UNFPA)","UBRAF Project","ireland, NA","ongoing_project","yes",NA,282000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"","westnile","zombo yumbe adjumani arua moyo madiokollo obongi"
"67","ID-76","Tackling Deadly Diseases in Africa Programme (TDDAP)","Tackling Deadly Diseases in Africa Programme","uk, NA","ongoing_project","yes",NA,180000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"Government of Uganda","acholi bukedi elgon kampala karamoja kigezi southbuganda toro westnile","amuru, busia tororo, bukwo, kampala, moroto napak abim, kisoro kabale, wakiso rakai, kasese ntoroko bundibugyo, yumbe koboko"
"68","ID-77","Mercy Corps","EKISIL","USAID, NA","ongoing_project","yes",NA,12000,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_services_supervisor_monitor, supplies, Logistics, Human resource",NA,"","karamoja","moroto amudat"
"69","ID-78","Mercy Corps","Apolou","us, NA","ongoing_project","yes",NA,117000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, supplies personnel, Logistics, Human resource",NA,"Save the Children, Save the Children, Whave Solutions, Save the Children","karamoja","moroto kaabong kotido amudat karenga"
"70","ID-79","Mercy Corps","BRIDGE","uk, NA","ongoing_project","yes",NA,118000,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, cash, Logistics, Human resource","Distribution of cash grants to vouchers to procure seeds via agro-agents","CTEN","westnile","yumbe"
"71","ID-80","Mercy Corps","Supporting Vulnerable Refugee and Host Communities in Kampala to Increase Resilience and Overcome the Economic and Mental Health Implications of the COVID-19 Crisis","us, NA","new_project",NA,"no",2916272,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, mhpss_services_supervisor_monitor mhpss_support_materials other, supplies personnel, Logistics, Human resource","Unconditional cash transfers for livelihoods; conditional cash transfers; COVID-19 information and referral services; COVID-19 business survival bootcamp; Identification of Opportunities and Development of Business Models that Facilitate Alternative Productive Use of Existing Assets; women and youth business/financial empowerment","Viamo, Strong Minds, Strong Minds, Viamo, Strong Minds, Viamo","kampala","kampala"
"72","ID-81","UNICEF","UNICEF Support to the Uganda COVID-19 Response","uk sweden ireland, unicef, The Rockefeller Foundation, The Hilton Foundation, The Bill and Melinda Gates Foundation, internal_funding","new_project",NA,"no",11366956,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees other, budget_tracking_activity_reporting e_meetings telemedicine_protocals implement_elmis software_dev telemedicine_approach strengthen_district_data telemedicine_orientation other, mhpss_services_supervisor_monitor mhpss_support_materials other, cash supplies personnel, Logistics, Human resource","Alternative education programming during school closure.","Ministry of Health, DLGs, MOH, NWSC, DLGs, Jhpiego, AVSI, BAYLOR, Malaria Consortium, IntraHealth, World Vision, MOH, DLGs, Jhpiego, AVSI, BAYLOR, Malaria Consortium, IntraHealth, MOH, NWSC, DLGs, World Vision, AVSI, BAYLOR, Jhpiego, IntraHealth, Malaria Consortium, Contractors for construction work, MOH, MOH, DLGs, HIJRA, Save the Children, World Vision, MOH, DLGs, World Vision, Media Houses, Publishing Houses, MOH, DLGs, MOH, DLGs, AVSI, BAYLOR, IntraHealth, Jhpiego","acholi ankole bunyoro kampala karamoja lango toro westnile, acholi ankole bunyoro kampala karamoja lango northbuganda southbuganda toro westnile, kampala, acholi ankole bunyoro kampala karamoja lango southbuganda toro westnile, acholi ankole bukedi bunyoro busoga elgon kampala karamoja kigezi lango northbuganda southbuganda teso toro westnile, acholi ankole bunyoro kampala karamoja lango northbuganda toro westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, ntungamo isingiro, kikuube kiryandongo hoima, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, alebtong kole amolatar dokolo apac lira otuke oyam kwania, kyegegwa kasese kamwenge, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi, lamwo omoro amuru kitgum gulu agago pader nwoya, mubende kayunga mukono kassanda, masaka kalangala wakiso mpigi, nakasongola mubende kayunga mukono kassanda, kalangala wakiso mpigi, ibanda sheema rubirizi ntungamo mbarara mitooma kiruhura buhweju bushenyi isingiro rwampara kazo, butebo busia budaka tororo butaleja pallisa kibuku, masindi kagadi kibaale kikuube buliisa kakumiro kiryandongo hoima, kamuli iganga namayingo luuka kaliro jinja buyende namutumba bugiri mayuge bugweri, kween bukwo kapchorwa bududa manafwa sironko mbale namisindwa bulambuli, rukungiri rubanda rukiga kanungu kisoro kabale, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, bukedea kaberamaido soroti serere amuria katakwi kumi ngora kapelebyong kalaki, kabarole bunyangabu kyegegwa kyenjojo kasese kamwenge ntoroko bundibugyo kitagwenda, rubirizi ntungamo isingiro, busia, iganga, bududa"
"73","ID-82","Care and Assistance For Forced Migrants (CAFOMI)","Emergency Response project for the Corona-virus disease (COVID-19) pandemic in South West, Mid west and  Kampala Regions in Uganda; Partnership between MI & CAFOMI","NA","new_project",NA,"yes",58135,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, e_meetings, mhpss_counsellors, supplies personnel, Logistics, Human resource",NA,"","bunyoro kampala kigezi toro, bunyoro kampala kigezi toro","kikuube, kampala, kanungu kisoro, ntoroko bundibugyo, kikuube, kanungu"
"74","ID-83","Action Against Hunger","WFP Nutrition program (MAM TSFP and MCHN)","wfp, NA","ongoing_project","yes",NA,20000,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, supplies personnel, Logistics, Human resource",NA,"","bunyoro westnile, bunyoro, bunyoro westnile","kikuube kiryandongo, yumbe adjumani koboko, kikuube, kikuube kiryandongo"
"75","ID-84","Action Against Hunger","ECHO consortium with DRC","eu, NA","ongoing_project","yes",NA,30000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure hygiene_promotion_sensitization, other, none, supplies personnel, Logistics, Human resource",NA,"","bunyoro","kikuube"
"76","ID-85","Action Against Hunger","SIDA- ENABLER project","sweden, NA","ongoing_project","yes",NA,20000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"","bunyoro westnile","kiryandongo, adjumani"
"77","ID-86","Action Against Hunger","EU Trust Fund - RISE (NGO)","eu, NA","ongoing_project","yes",NA,30000,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, supplies personnel, Logistics, Human resource",NA,"","westnile","adjumani"
"78","ID-87","Oxfam","Dissemination of cobid related messages at community level, controlling crowd at water sources, operation and maintenance of water systems to provide constant water supply,","unhcr, NA","ongoing_project","no",NA,55556,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, supplies personnel, Logistics, Human resource",NA,"Oxfam and Hijra, Oxfam and Hijra","bunyoro","kikuube"
"79","ID-88","United Nations Population Fund (UNFPA)","EU/SPOT LIGHT programme for SRH/GBV","eu, NA","ongoing_project","yes",NA,90000,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, Logistics, Human resource",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","bukedi kampala karamoja westnile","tororo, kampala, amudat, arua madiokollo"
"80","ID-89","United Nations Population Fund (UNFPA)","Reducing high fertility rates and Improving Sexual reproductive health outcomes in Uganda (DFID/RISE)","uk, NA","ongoing_project","yes",NA,346685,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, telecoms_call_center e_meetings telemedicine_protocals implement_elmis software_dev, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, Logistics, Human resource","Support the provision of transport to health workers  and clients (pregnant women ) to provide services and access services  respectively  and inter-facility safe ambulance referrals with toll-free numbers that will be made known to health workers in the catchment areas.Use of safe boda to distribute SRHR/FPcommodites and supplies , use of big data for persceptive analysis of SRHR and GBV current situations in collaboration with other UN agencies , implementaiion of the Getin and Safepal apps","MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU, MOH, MOES, NPC, NPA, UBOS ,  RAHU","bunyoro karamoja westnile","kikuube hoima, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, yumbe adjumani arua moyo madiokollo obongi"
"81","ID-90","United Nations Population Fund (UNFPA)","Enhance women’s and young people’s access and utilization of quality SRHR and GBV services(WAY programme)","denmark, NA","ongoing_project","yes",NA,625000,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, telecoms_call_center e_meetings implement_elmis software_dev telemedicine_approach strengthen_district_data, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, Logistics, Human resource",NA,"MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX, MOH, DLGs, CARE, RAHU, OUTBOX","acholi westnile","lamwo amuru kitgum agago, yumbe adjumani arua moyo madiokollo obongi"
"82","ID-91","United Nations Population Fund (UNFPA)","SIDA Funded programmes Joint SRH/GBV, Together for HIV/SRH,KARUNA,UBRAF","sweden, NA","ongoing_project","yes",NA,206000,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, supplies personnel, Logistics, Human resource",NA,"MOH, DLGs, IRC, BRAC, ACCORD , AIC, MOH, DLGs, IRC, BRAC, ACCORD  AIC, MOH, DLGs, IRC, BRAC, ACCORD  AIC, MOH, DLGs, IRC, BRAC, ACCORD  AIC","elgon kampala karamoja westnile","kween bukwo bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, yumbe adjumani arua moyo madiokollo obongi"
"83","ID-92","United Nations Population Fund (UNFPA)","Advancing Sexual Reproductive Health and Rights in West Nile and Acholi Sub Regions in Uganda","netherlands, NA","ongoing_project","yes",NA,166000,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, telecoms_call_center e_meetings implement_elmis software_dev telemedicine_approach strengthen_district_data telemedicine_orientation, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, Logistics, Human resource","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda","acholi westnile","lamwo amuru agago, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
